FBgn_ID,NumGenInter,NumPhysicalInter
FBgn0015239,0.0,277.0
FBgn0003944,44.0,208.0
FBgn0031006,10.0,198.0
FBgn0005198,17.0,197.0
FBgn0266411,9.0,197.0
FBgn0038197,56.0,196.0
FBgn0262866,8.0,194.0
FBgn0000014,13.0,163.0
FBgn0026317,26.0,148.0
FBgn0014018,22.0,148.0
FBgn0039044,60.0,135.0
FBgn0010379,47.0,131.0
FBgn0015521,4.0,117.0
FBgn0003607,14.0,117.0
FBgn0014010,25.0,116.0
FBgn0000559,0.0,111.0
FBgn0020386,10.0,110.0
FBgn0000084,0.0,109.0
FBgn0033205,0.0,109.0
FBgn0250814,0.0,108.0
FBgn0039757,0.0,107.0
FBgn0020618,3.0,104.0
FBgn0264922,12.0,104.0
FBgn0002590,3.0,103.0
FBgn0000100,2.0,103.0
FBgn0028734,52.0,103.0
FBgn0263006,13.0,102.0
FBgn0036213,0.0,102.0
FBgn0004403,0.0,102.0
FBgn0046214,1.0,102.0
FBgn0029897,0.0,101.0
FBgn0014026,0.0,101.0
FBgn0261592,2.0,101.0
FBgn0000150,9.0,100.0
FBgn0015756,1.0,100.0
FBgn0024733,0.0,100.0
FBgn0017579,1.0,99.0
FBgn0286784,16.0,99.0
FBgn0261599,0.0,99.0
FBgn0022893,0.0,99.0
FBgn0035753,0.0,99.0
FBgn0002593,2.0,99.0
FBgn0015288,1.0,98.0
FBgn0033912,5.0,98.0
FBgn0010409,0.0,98.0
FBgn0003015,36.0,97.0
FBgn0035422,0.0,97.0
FBgn0037351,2.0,97.0
FBgn0005533,3.0,97.0
FBgn0086710,3.0,97.0
FBgn0032987,0.0,97.0
FBgn0003517,6.0,97.0
FBgn0010408,1.0,97.0
FBgn0261602,5.0,97.0
FBgn0039359,0.0,96.0
FBgn0010323,0.0,96.0
FBgn0033699,0.0,96.0
FBgn0026372,0.0,96.0
FBgn0010078,0.0,96.0
FBgn0010198,0.0,96.0
FBgn0037328,0.0,95.0
FBgn0262656,101.0,95.0
FBgn0028697,2.0,95.0
FBgn0039857,0.0,95.0
FBgn0035772,0.0,94.0
FBgn0030616,0.0,94.0
FBgn0034138,0.0,94.0
FBgn0285949,0.0,94.0
FBgn0000319,6.0,94.0
FBgn0034743,0.0,93.0
FBgn0002579,1.0,93.0
FBgn0003942,0.0,93.0
FBgn0285950,3.0,93.0
FBgn0011272,0.0,93.0
FBgn0003274,0.0,93.0
FBgn0040007,9.0,93.0
FBgn0261597,2.0,92.0
FBgn0003279,0.0,92.0
FBgn0010516,1.0,92.0
FBgn0016685,0.0,91.0
FBgn0039300,0.0,91.0
FBgn0010412,0.0,91.0
FBgn0030136,0.0,91.0
FBgn0011284,0.0,91.0
FBgn0036825,0.0,91.0
FBgn0010265,2.0,91.0
FBgn0032518,0.0,91.0
FBgn0002622,13.0,91.0
FBgn0019936,0.0,91.0
FBgn0002626,0.0,91.0
FBgn0037555,2.0,90.0
FBgn0086472,0.0,90.0
FBgn0004867,2.0,90.0
FBgn0035811,1.0,90.0
FBgn0039713,0.0,90.0
FBgn0016726,0.0,90.0
FBgn0035499,1.0,90.0
FBgn0030362,0.0,90.0
FBgn0010411,1.0,90.0
FBgn0003079,95.0,89.0
FBgn0261608,0.0,89.0
FBgn0034968,0.0,89.0
FBgn0064225,2.0,89.0
FBgn0285948,3.0,89.0
FBgn0262739,10.0,89.0
FBgn0031980,0.0,88.0
FBgn0039406,0.0,88.0
FBgn0020910,0.0,88.0
FBgn0030993,0.0,88.0
FBgn0013325,0.0,88.0
FBgn0286213,5.0,88.0
FBgn0038834,1.0,88.0
FBgn0262559,0.0,88.0
FBgn0003520,8.0,88.0
FBgn0261596,0.0,88.0
FBgn0017545,1.0,88.0
FBgn0023170,0.0,88.0
FBgn0005593,2.0,88.0
FBgn0029785,0.0,88.0
FBgn0066084,0.0,87.0
FBgn0003941,0.0,87.0
FBgn0027494,0.0,87.0
FBgn0004404,0.0,87.0
FBgn0041191,37.0,86.0
FBgn0036290,0.0,85.0
FBgn0053303,0.0,84.0
FBgn0029118,0.0,83.0
FBgn0028687,0.0,83.0
FBgn0000579,0.0,82.0
FBgn0032456,0.0,82.0
FBgn0005585,0.0,82.0
FBgn0011661,16.0,80.0
FBgn0000064,0.0,80.0
FBgn0286818,1.0,79.0
FBgn0039562,1.0,79.0
FBgn0034277,0.0,78.0
FBgn0033518,0.0,78.0
FBgn0010269,50.0,77.0
FBgn0000212,63.0,77.0
FBgn0261458,7.0,77.0
FBgn0027291,0.0,77.0
FBgn0004132,0.0,76.0
FBgn0014868,0.0,76.0
FBgn0037913,0.0,74.0
FBgn0027329,0.0,74.0
FBgn0015622,3.0,73.0
FBgn0260439,1.0,73.0
FBgn0086904,0.0,73.0
FBgn0000499,64.0,71.0
FBgn0010602,14.0,71.0
FBgn0034970,103.0,71.0
FBgn0015019,0.0,71.0
FBgn0005658,0.0,71.0
FBgn0037728,0.0,71.0
FBgn0002783,30.0,71.0
FBgn0035438,2.0,70.0
FBgn0035471,2.0,70.0
FBgn0036126,0.0,70.0
FBgn0001139,24.0,70.0
FBgn0051955,0.0,69.0
FBgn0025885,0.0,69.0
FBgn0038167,16.0,69.0
FBgn0015805,21.0,69.0
FBgn0004363,2.0,68.0
FBgn0000146,11.0,67.0
FBgn0283472,43.0,67.0
FBgn0000546,42.0,67.0
FBgn0087035,6.0,67.0
FBgn0264307,7.0,66.0
FBgn0010470,3.0,66.0
FBgn0029975,1.0,66.0
FBgn0014163,2.0,65.0
FBgn0020622,6.0,65.0
FBgn0000283,7.0,65.0
FBgn0015279,72.0,65.0
FBgn0026084,1.0,65.0
FBgn0026409,2.0,64.0
FBgn0001128,3.0,64.0
FBgn0010288,2.0,64.0
FBgn0050489,0.0,64.0
FBgn0014009,3.0,63.0
FBgn0261560,11.0,63.0
FBgn0015797,4.0,63.0
FBgn0037894,0.0,63.0
FBgn0024244,2.0,62.0
FBgn0010348,10.0,62.0
FBgn0034753,0.0,62.0
FBgn0027066,1.0,62.0
FBgn0266449,0.0,61.0
FBgn0015278,10.0,61.0
FBgn0035904,0.0,61.0
FBgn0031643,0.0,61.0
FBgn0000055,0.0,60.0
FBgn0026379,52.0,60.0
FBgn0263979,6.0,60.0
FBgn0033971,0.0,60.0
FBgn0284436,1.0,60.0
FBgn0020369,0.0,59.0
FBgn0021765,0.0,59.0
FBgn0037930,0.0,59.0
FBgn0025463,4.0,59.0
FBgn0001233,15.0,59.0
FBgn0013954,0.0,59.0
FBgn0004638,19.0,58.0
FBgn0013765,4.0,58.0
FBgn0030344,1.0,58.0
FBgn0027338,10.0,58.0
FBgn0037643,2.0,58.0
FBgn0013263,19.0,57.0
FBgn0004117,5.0,57.0
FBgn0031453,3.0,57.0
FBgn0032393,0.0,56.0
FBgn0000117,104.0,56.0
FBgn0035872,4.0,56.0
FBgn0086254,0.0,56.0
FBgn0001301,3.0,56.0
FBgn0031459,2.0,56.0
FBgn0028685,1.0,55.0
FBgn0025682,4.0,55.0
FBgn0001258,9.0,55.0
FBgn0024352,2.0,54.0
FBgn0005655,2.0,54.0
FBgn0038578,1.0,54.0
FBgn0040070,2.0,54.0
FBgn0036294,0.0,53.0
FBgn0014869,0.0,53.0
FBgn0028695,0.0,53.0
FBgn0285937,6.0,53.0
FBgn0037391,1.0,53.0
FBgn0003870,29.0,53.0
FBgn0027932,7.0,53.0
FBgn0004865,7.0,52.0
FBgn0021795,0.0,52.0
FBgn0261933,0.0,52.0
FBgn0015282,0.0,52.0
FBgn0086357,3.0,52.0
FBgn0023175,0.0,52.0
FBgn0004066,0.0,51.0
FBgn0000116,0.0,51.0
FBgn0015222,3.0,51.0
FBgn0015790,39.0,51.0
FBgn0001075,31.0,51.0
FBgn0011648,42.0,51.0
FBgn0020908,0.0,51.0
FBgn0004647,317.0,50.0
FBgn0037607,1.0,50.0
FBgn0020238,16.0,50.0
FBgn0004177,20.0,50.0
FBgn0287873,43.0,50.0
FBgn0003660,3.0,50.0
FBgn0263933,23.0,50.0
FBgn0015618,4.0,50.0
FBgn0032961,0.0,49.0
FBgn0039580,1.0,49.0
FBgn0250843,1.0,49.0
FBgn0028684,0.0,49.0
FBgn0016119,1.0,49.0
FBgn0029676,0.0,49.0
FBgn0016794,6.0,49.0
FBgn0003042,102.0,49.0
FBgn0035145,0.0,48.0
FBgn0004872,24.0,48.0
FBgn0000308,25.0,48.0
FBgn0037746,0.0,48.0
FBgn0263121,0.0,48.0
FBgn0001224,0.0,47.0
FBgn0002773,1.0,47.0
FBgn0005674,0.0,47.0
FBgn0010217,2.0,47.0
FBgn0013799,0.0,47.0
FBgn0014189,1.0,46.0
FBgn0028515,2.0,46.0
FBgn0264270,21.0,46.0
FBgn0003567,21.0,46.0
FBgn0000618,5.0,46.0
FBgn0031497,0.0,46.0
FBgn0029134,2.0,45.0
FBgn0020299,14.0,45.0
FBgn0015245,1.0,45.0
FBgn0087002,0.0,45.0
FBgn0003165,19.0,45.0
FBgn0033584,0.0,45.0
FBgn0002962,29.0,45.0
FBgn0002772,0.0,45.0
FBgn0263396,6.0,44.0
FBgn0003277,6.0,44.0
FBgn0283471,13.0,44.0
FBgn0016693,3.0,44.0
FBgn0004907,11.0,44.0
FBgn0000042,6.0,44.0
FBgn0011739,45.0,44.0
FBgn0267821,24.0,44.0
FBgn0035251,0.0,44.0
FBgn0016070,1.0,44.0
FBgn0285947,1.0,43.0
FBgn0024238,3.0,43.0
FBgn0004837,40.0,43.0
FBgn0031263,0.0,43.0
FBgn0036924,0.0,43.0
FBgn0004103,14.0,43.0
FBgn0000562,6.0,43.0
FBgn0086384,16.0,43.0
FBgn0261955,3.0,43.0
FBgn0011604,22.0,43.0
FBgn0026380,0.0,43.0
FBgn0264695,16.0,43.0
FBgn0020388,4.0,42.0
FBgn0050077,9.0,42.0
FBgn0031143,0.0,42.0
FBgn0028686,0.0,42.0
FBgn0001114,0.0,42.0
FBgn0026873,0.0,42.0
FBgn0020496,28.0,42.0
FBgn0004419,3.0,42.0
FBgn0037632,2.0,41.0
FBgn0036929,0.0,41.0
FBgn0039304,0.0,41.0
FBgn0003462,16.0,41.0
FBgn0003651,21.0,41.0
FBgn0031145,0.0,41.0
FBgn0283468,17.0,41.0
FBgn0003334,15.0,41.0
FBgn0003449,2.0,41.0
FBgn0040534,0.0,41.0
FBgn0003410,34.0,41.0
FBgn0004169,4.0,41.0
FBgn0259785,9.0,40.0
FBgn0000015,17.0,40.0
FBgn0000253,11.0,40.0
FBgn0004859,45.0,40.0
FBgn0036921,0.0,40.0
FBgn0010100,2.0,40.0
FBgn0038016,0.0,40.0
FBgn0267330,1.0,40.0
FBgn0085188,0.0,40.0
FBgn0033886,0.0,40.0
FBgn0261931,2.0,40.0
FBgn0283499,57.0,40.0
FBgn0020235,0.0,40.0
FBgn0015221,4.0,39.0
FBgn0036818,0.0,39.0
FBgn0028408,1.0,39.0
FBgn0035754,0.0,39.0
FBgn0288229,0.0,39.0
FBgn0032198,0.0,39.0
FBgn0027592,0.0,39.0
FBgn0262601,0.0,39.0
FBgn0001225,3.0,39.0
FBgn0000611,5.0,38.0
FBgn0013343,26.0,38.0
FBgn0000163,38.0,38.0
FBgn0010611,0.0,38.0
FBgn0002284,19.0,38.0
FBgn0036334,0.0,38.0
FBgn0086134,4.0,38.0
FBgn0015268,0.0,38.0
FBgn0031549,0.0,38.0
FBgn0266916,4.0,38.0
FBgn0004838,12.0,38.0
FBgn0038826,2.0,38.0
FBgn0262519,13.0,38.0
FBgn0036811,0.0,38.0
FBgn0063494,0.0,38.0
FBgn0034398,0.0,38.0
FBgn0001218,6.0,37.0
FBgn0038294,4.0,37.0
FBgn0011760,10.0,37.0
FBgn0000711,21.0,37.0
FBgn0022349,0.0,37.0
FBgn0003124,23.0,37.0
FBgn0024846,15.0,37.0
FBgn0263598,5.0,37.0
FBgn0011016,0.0,37.0
FBgn0023174,8.0,37.0
FBgn0032006,53.0,37.0
FBgn0038551,0.0,37.0
FBgn0010590,0.0,37.0
FBgn0261394,0.0,37.0
FBgn0264691,0.0,37.0
FBgn0250746,0.0,37.0
FBgn0250906,2.0,37.0
FBgn0261456,50.0,37.0
FBgn0000617,8.0,37.0
FBgn0027598,68.0,36.0
FBgn0035424,1.0,36.0
FBgn0285952,3.0,36.0
FBgn0003444,125.0,36.0
FBgn0016697,0.0,36.0
FBgn0015379,1.0,36.0
FBgn0034795,0.0,36.0
FBgn0000667,4.0,36.0
FBgn0267849,12.0,36.0
FBgn0015795,18.0,36.0
FBgn0032596,0.0,36.0
FBgn0041188,7.0,35.0
FBgn0051390,0.0,35.0
FBgn0263456,11.0,35.0
FBgn0035432,4.0,35.0
FBgn0265297,10.0,35.0
FBgn0001168,17.0,35.0
FBgn0260642,36.0,35.0
FBgn0004882,9.0,35.0
FBgn0028692,0.0,35.0
FBgn0003687,1.0,35.0
FBgn0024330,0.0,35.0
FBgn0027513,1.0,35.0
FBgn0003028,15.0,35.0
FBgn0034646,5.0,35.0
FBgn0038145,0.0,35.0
FBgn0015218,12.0,35.0
FBgn0014870,0.0,35.0
FBgn0032160,0.0,35.0
FBgn0052133,0.0,35.0
FBgn0004868,1.0,34.0
FBgn0003731,180.0,34.0
FBgn0039302,0.0,34.0
FBgn0034913,4.0,34.0
FBgn0030720,0.0,34.0
FBgn0034503,0.0,34.0
FBgn0000166,14.0,34.0
FBgn0283469,5.0,34.0
FBgn0003149,0.0,34.0
FBgn0028691,0.0,34.0
FBgn0004654,0.0,34.0
FBgn0026252,12.0,34.0
FBgn0003339,15.0,33.0
FBgn0003132,1.0,33.0
FBgn0024556,0.0,33.0
FBgn0037378,0.0,33.0
FBgn0052479,0.0,33.0
FBgn0003231,5.0,33.0
FBgn0033122,0.0,33.0
FBgn0034520,0.0,33.0
FBgn0283427,5.0,33.0
FBgn0002781,41.0,33.0
FBgn0035032,0.0,33.0
FBgn0002775,1.0,33.0
FBgn0000504,4.0,33.0
FBgn0011211,4.0,33.0
FBgn0000045,1.0,33.0
FBgn0262029,13.0,33.0
FBgn0266580,0.0,33.0
FBgn0002525,8.0,33.0
FBgn0261617,53.0,33.0
FBgn0035149,0.0,33.0
FBgn0028688,0.0,33.0
FBgn0013764,43.0,32.0
FBgn0025790,35.0,32.0
FBgn0261854,24.0,32.0
FBgn0004861,38.0,32.0
FBgn0050390,0.0,32.0
FBgn0053094,1.0,32.0
FBgn0003134,2.0,32.0
FBgn0032444,3.0,32.0
FBgn0033504,0.0,32.0
FBgn0001291,39.0,32.0
FBgn0010909,34.0,32.0
FBgn0037551,0.0,32.0
FBgn0034707,0.0,32.0
FBgn0039130,0.0,32.0
FBgn0040064,0.0,32.0
FBgn0035102,0.0,31.0
FBgn0283442,12.0,31.0
FBgn0032643,0.0,31.0
FBgn0032884,0.0,31.0
FBgn0266186,1.0,31.0
FBgn0016691,0.0,31.0
FBgn0037359,0.0,31.0
FBgn0037374,0.0,31.0
FBgn0019925,0.0,31.0
FBgn0000392,9.0,31.0
FBgn0003964,5.0,31.0
FBgn0000044,1.0,31.0
FBgn0001276,2.0,31.0
FBgn0037874,6.0,31.0
FBgn0250789,5.0,31.0
FBgn0008635,0.0,31.0
FBgn0025637,12.0,31.0
FBgn0038577,0.0,31.0
FBgn0286070,26.0,31.0
FBgn0011715,56.0,30.0
FBgn0260632,13.0,30.0
FBgn0030082,2.0,30.0
FBgn0036641,24.0,30.0
FBgn0000629,46.0,30.0
FBgn0010097,2.0,30.0
FBgn0040078,4.0,30.0
FBgn0036581,0.0,30.0
FBgn0085234,0.0,30.0
FBgn0261885,39.0,30.0
FBgn0005558,29.0,30.0
FBgn0028694,1.0,30.0
FBgn0027378,1.0,30.0
FBgn0028689,1.0,30.0
FBgn0259211,10.0,30.0
FBgn0013531,0.0,30.0
FBgn0031882,2.0,29.0
FBgn0260855,2.0,29.0
FBgn0036643,0.0,29.0
FBgn0030500,1.0,29.0
FBgn0038948,5.0,29.0
FBgn0011225,3.0,29.0
FBgn0002921,3.0,29.0
FBgn0001624,33.0,29.0
FBgn0002565,0.0,29.0
FBgn0001137,15.0,29.0
FBgn0035231,2.0,29.0
FBgn0039280,0.0,29.0
FBgn0028552,0.0,29.0
FBgn0266720,1.0,29.0
FBgn0033926,0.0,28.0
FBgn0024248,13.0,28.0
FBgn0032538,2.0,28.0
FBgn0029133,2.0,28.0
FBgn0035600,0.0,28.0
FBgn0035165,0.0,28.0
FBgn0014396,2.0,28.0
FBgn0001108,44.0,28.0
FBgn0026418,1.0,28.0
FBgn0000591,13.0,28.0
FBgn0028473,0.0,28.0
FBgn0020653,5.0,28.0
FBgn0085432,39.0,28.0
FBgn0010300,44.0,28.0
FBgn0264492,10.0,28.0
FBgn0003676,0.0,28.0
FBgn0000158,34.0,28.0
FBgn0015664,57.0,28.0
FBgn0263231,2.0,28.0
FBgn0015402,13.0,28.0
FBgn0287225,0.0,28.0
FBgn0260987,23.0,28.0
FBgn0038391,0.0,28.0
FBgn0033879,0.0,28.0
FBgn0011227,1.0,27.0
FBgn0039303,0.0,27.0
FBgn0001319,18.0,27.0
FBgn0040477,4.0,27.0
FBgn0003716,95.0,27.0
FBgn0038865,0.0,27.0
FBgn0039735,0.0,27.0
FBgn0267828,5.0,27.0
FBgn0036341,2.0,27.0
FBgn0032030,0.0,27.0
FBgn0033015,0.0,27.0
FBgn0264816,0.0,27.0
FBgn0034245,0.0,27.0
FBgn0004636,19.0,27.0
FBgn0002787,0.0,27.0
FBgn0029093,7.0,27.0
FBgn0011020,7.0,27.0
FBgn0032731,0.0,27.0
FBgn0042125,0.0,27.0
FBgn0002774,12.0,27.0
FBgn0264978,1.0,27.0
FBgn0001215,4.0,27.0
FBgn0037981,0.0,27.0
FBgn0284243,5.0,27.0
FBgn0003189,8.0,27.0
FBgn0003415,20.0,27.0
FBgn0260858,1.0,27.0
FBgn0015524,1.0,27.0
FBgn0033608,0.0,27.0
FBgn0019644,0.0,27.0
FBgn0032505,0.0,27.0
FBgn0003205,303.0,27.0
FBgn0031037,0.0,27.0
FBgn0260856,0.0,27.0
FBgn0000382,41.0,27.0
FBgn0035357,0.0,27.0
FBgn0002521,13.0,27.0
FBgn0003748,0.0,27.0
FBgn0085436,10.0,26.0
FBgn0011708,4.0,26.0
FBgn0003256,77.0,26.0
FBgn0051729,0.0,26.0
FBgn0030748,4.0,26.0
FBgn0033203,0.0,26.0
FBgn0002735,7.0,26.0
FBgn0285926,18.0,26.0
FBgn0015799,55.0,26.0
FBgn0016701,2.0,26.0
FBgn0002914,9.0,26.0
FBgn0003889,8.0,26.0
FBgn0004913,0.0,26.0
FBgn0036623,0.0,26.0
FBgn0267339,1.0,26.0
FBgn0030086,1.0,26.0
FBgn0005391,0.0,26.0
FBgn0034726,0.0,26.0
FBgn0000588,20.0,26.0
FBgn0042630,0.0,26.0
FBgn0052392,0.0,26.0
FBgn0019650,1.0,26.0
FBgn0031391,2.0,26.0
FBgn0031253,0.0,26.0
FBgn0020912,0.0,26.0
FBgn0250791,4.0,26.0
FBgn0051343,0.0,26.0
FBgn0037550,0.0,26.0
FBgn0030891,1.0,26.0
FBgn0261797,18.0,26.0
FBgn0000047,10.0,26.0
FBgn0039461,0.0,26.0
FBgn0005624,21.0,26.0
FBgn0014340,3.0,26.0
FBgn0014179,41.0,25.0
FBgn0087013,0.0,25.0
FBgn0053193,15.0,25.0
FBgn0031057,10.0,25.0
FBgn0004106,16.0,25.0
FBgn0038810,0.0,25.0
FBgn0086908,3.0,25.0
FBgn0011725,6.0,25.0
FBgn0043002,0.0,25.0
FBgn0002734,2.0,25.0
FBgn0013675,0.0,25.0
FBgn0011692,5.0,25.0
FBgn0034345,0.0,25.0
FBgn0038326,1.0,25.0
FBgn0011288,1.0,25.0
FBgn0260635,117.0,25.0
FBgn0040066,1.0,25.0
FBgn0029687,24.0,25.0
FBgn0026326,1.0,25.0
FBgn0035147,1.0,25.0
FBgn0003721,16.0,25.0
FBgn0259483,0.0,25.0
FBgn0035334,0.0,25.0
FBgn0000157,9.0,25.0
FBgn0013770,2.0,25.0
FBgn0287423,0.0,25.0
FBgn0287454,0.0,25.0
FBgn0263705,0.0,25.0
FBgn0027330,0.0,25.0
FBgn0004583,31.0,25.0
FBgn0010356,0.0,25.0
FBgn0013749,0.0,25.0
FBgn0027548,7.0,24.0
FBgn0010341,47.0,24.0
FBgn0015509,16.0,24.0
FBgn0033990,0.0,24.0
FBgn0004587,6.0,24.0
FBgn0013467,2.0,24.0
FBgn0034087,6.0,24.0
FBgn0086558,1.0,24.0
FBgn0037384,4.0,24.0
FBgn0014143,0.0,24.0
FBgn0035965,0.0,24.0
FBgn0014391,0.0,24.0
FBgn0010226,4.0,24.0
FBgn0001308,20.0,24.0
FBgn0031908,0.0,24.0
FBgn0266599,21.0,24.0
FBgn0044323,6.0,24.0
FBgn0260639,7.0,24.0
FBgn0260857,0.0,24.0
FBgn0037672,0.0,24.0
FBgn0000662,5.0,24.0
FBgn0003129,2.0,24.0
FBgn0000411,7.0,24.0
FBgn0010280,4.0,24.0
FBgn0035769,2.0,24.0
FBgn0266581,0.0,24.0
FBgn0037383,0.0,23.0
FBgn0259685,54.0,23.0
FBgn0034577,6.0,23.0
FBgn0000259,4.0,23.0
FBgn0260862,0.0,23.0
FBgn0026582,0.0,23.0
FBgn0003261,4.0,23.0
FBgn0004050,24.0,23.0
FBgn0003943,1.0,23.0
FBgn0011570,7.0,23.0
FBgn0020381,9.0,23.0
FBgn0016917,46.0,23.0
FBgn0003371,55.0,23.0
FBgn0261397,1.0,23.0
FBgn0037446,3.0,23.0
FBgn0001235,19.0,23.0
FBgn0261618,2.0,23.0
FBgn0024432,5.0,23.0
FBgn0266721,0.0,23.0
FBgn0015299,0.0,23.0
FBgn0039102,0.0,23.0
FBgn0039212,1.0,23.0
FBgn0023076,4.0,23.0
FBgn0263352,0.0,23.0
FBgn0003068,16.0,23.0
FBgn0284247,18.0,23.0
FBgn0032833,0.0,23.0
FBgn0053113,4.0,23.0
FBgn0000405,40.0,23.0
FBgn0024183,0.0,23.0
FBgn0023213,1.0,23.0
FBgn0034237,0.0,23.0
FBgn0036766,0.0,22.0
FBgn0259139,3.0,22.0
FBgn0039904,4.0,22.0
FBgn0022959,1.0,22.0
FBgn0000404,29.0,22.0
FBgn0004167,8.0,22.0
FBgn0003514,39.0,22.0
FBgn0021796,41.0,22.0
FBgn0029094,9.0,22.0
FBgn0024555,2.0,22.0
FBgn0001098,1.0,22.0
FBgn0036374,0.0,22.0
FBgn0015791,0.0,22.0
FBgn0000541,11.0,22.0
FBgn0030431,0.0,22.0
FBgn0010247,4.0,22.0
FBgn0044324,7.0,22.0
FBgn0016978,2.0,22.0
FBgn0030451,0.0,22.0
FBgn0003346,10.0,22.0
FBgn0033081,4.0,22.0
FBgn0044871,0.0,22.0
FBgn0013348,1.0,22.0
FBgn0037249,0.0,22.0
FBgn0033204,0.0,22.0
FBgn0005671,5.0,22.0
FBgn0033688,2.0,22.0
FBgn0004047,0.0,22.0
FBgn0287720,3.0,22.0
FBgn0027580,1.0,22.0
FBgn0025334,0.0,22.0
FBgn0031106,1.0,22.0
FBgn0001942,11.0,22.0
FBgn0001226,2.0,22.0
FBgn0033781,0.0,22.0
FBgn0010531,0.0,22.0
FBgn0004045,0.0,22.0
FBgn0250837,0.0,22.0
FBgn0036804,0.0,21.0
FBgn0034246,27.0,21.0
FBgn0038766,0.0,21.0
FBgn0011656,12.0,21.0
FBgn0035397,0.0,21.0
FBgn0000017,39.0,21.0
FBgn0259794,1.0,21.0
FBgn0004875,8.0,21.0
FBgn0041627,0.0,21.0
FBgn0267385,2.0,21.0
FBgn0267790,5.0,21.0
FBgn0015544,1.0,21.0
FBgn0034258,0.0,21.0
FBgn0037722,0.0,21.0
FBgn0261789,0.0,21.0
FBgn0004362,3.0,21.0
FBgn0015602,11.0,21.0
FBgn0262732,4.0,21.0
FBgn0037758,0.0,21.0
FBgn0261385,1.0,21.0
FBgn0035997,0.0,21.0
FBgn0283451,24.0,21.0
FBgn0008646,0.0,21.0
FBgn0051612,0.0,21.0
FBgn0000543,2.0,21.0
FBgn0087008,9.0,21.0
FBgn0265184,0.0,21.0
FBgn0011774,2.0,21.0
FBgn0003345,51.0,21.0
FBgn0003654,5.0,21.0
FBgn0003391,87.0,21.0
FBgn0033902,1.0,20.0
FBgn0033889,4.0,20.0
FBgn0052672,14.0,20.0
FBgn0037050,1.0,20.0
FBgn0003321,0.0,20.0
FBgn0037377,0.0,20.0
FBgn0003118,41.0,20.0
FBgn0052473,0.0,20.0
FBgn0023489,2.0,20.0
FBgn0011706,96.0,20.0
FBgn0033159,11.0,20.0
FBgn0264959,54.0,20.0
FBgn0004198,88.0,20.0
FBgn0000183,17.0,20.0
FBgn0003117,161.0,20.0
FBgn0033842,1.0,20.0
FBgn0031420,0.0,20.0
FBgn0028342,0.0,20.0
FBgn0025716,0.0,20.0
FBgn0003317,22.0,20.0
FBgn0004854,0.0,20.0
FBgn0026079,0.0,20.0
FBgn0033555,0.0,20.0
FBgn0036640,0.0,20.0
FBgn0031759,18.0,20.0
FBgn0039067,0.0,20.0
FBgn0001197,8.0,20.0
FBgn0283666,1.0,20.0
FBgn0039227,2.0,20.0
FBgn0004395,2.0,20.0
FBgn0021825,6.0,20.0
FBgn0022355,2.0,20.0
FBgn0014020,90.0,20.0
FBgn0040285,0.0,20.0
FBgn0004862,0.0,20.0
FBgn0031874,1.0,20.0
FBgn0000139,13.0,20.0
FBgn0030529,0.0,20.0
FBgn0031298,2.0,20.0
FBgn0030503,0.0,20.0
FBgn0004390,19.0,20.0
FBgn0028926,0.0,20.0
FBgn0010583,13.0,20.0
FBgn0052344,0.0,20.0
FBgn0261004,2.0,20.0
FBgn0260985,1.0,20.0
FBgn0033463,0.0,20.0
FBgn0283437,3.0,20.0
FBgn0284084,133.0,19.0
FBgn0001092,0.0,19.0
FBgn0267378,1.0,19.0
FBgn0264607,14.0,19.0
FBgn0027490,0.0,19.0
FBgn0031281,0.0,19.0
FBgn0001124,0.0,19.0
FBgn0015946,40.0,19.0
FBgn0004432,0.0,19.0
FBgn0017430,1.0,19.0
FBgn0028474,1.0,19.0
FBgn0026192,5.0,19.0
FBgn0015247,12.0,19.0
FBgn0000352,9.0,19.0
FBgn0031886,0.0,19.0
FBgn0003862,41.0,19.0
FBgn0038805,4.0,19.0
FBgn0037279,0.0,19.0
FBgn0031871,0.0,19.0
FBgn0011766,86.0,19.0
FBgn0000578,32.0,19.0
FBgn0000320,21.0,19.0
FBgn0005633,2.0,19.0
FBgn0033846,0.0,19.0
FBgn0010235,5.0,19.0
FBgn0015283,3.0,19.0
FBgn0001222,1.0,19.0
FBgn0039019,1.0,19.0
FBgn0020272,1.0,19.0
FBgn0038787,0.0,19.0
FBgn0010355,3.0,19.0
FBgn0039712,0.0,19.0
FBgn0041775,3.0,19.0
FBgn0053554,8.0,19.0
FBgn0000043,3.0,19.0
FBgn0266053,1.0,19.0
FBgn0033679,0.0,19.0
FBgn0005616,11.0,19.0
FBgn0033185,1.0,19.0
FBgn0010333,102.0,19.0
FBgn0067864,5.0,19.0
FBgn0010352,0.0,19.0
FBgn0022764,23.0,19.0
FBgn0027568,0.0,19.0
FBgn0265186,0.0,19.0
FBgn0010434,2.0,19.0
FBgn0026404,57.0,19.0
FBgn0265784,7.0,19.0
FBgn0001085,54.0,19.0
FBgn0261119,4.0,19.0
FBgn0035771,1.0,19.0
FBgn0000147,21.0,19.0
FBgn0032515,4.0,19.0
FBgn0004170,39.0,19.0
FBgn0024250,13.0,18.0
FBgn0032691,0.0,18.0
FBgn0033748,0.0,18.0
FBgn0026080,2.0,18.0
FBgn0014141,7.0,18.0
FBgn0003612,4.0,18.0
